clip_name,start_time,end_time,label
compacttv_2022_01_18_zwJZgvrfy4c_25,20.1,131.4,0
compacttv_2022_01_18_zwJZgvrfy4c_26,131.4,213.911,1
compacttv_2022_01_18_zwJZgvrfy4c_27,676.233,694.388,0
compacttv_2022_01_18_zwJZgvrfy4c_28,694.388,736.184,1
compacttv_2022_01_27_WU7Ga9cXvc4_29,78.433,102.95,0
compacttv_2022_01_27_WU7Ga9cXvc4_30,110.3,124.77,2
compacttv_2022_01_27_WU7Ga9cXvc4_31,124.77,138.96,2
compacttv_2022_01_27_WU7Ga9cXvc4_32,149.27,203.0,2
compacttv_2022_01_27_WU7Ga9cXvc4_33,703.22,721.68,1
compacttv_2022_01_13_hLfcV8qf4fY_34,111.07,126.48,1
compacttv_2022_01_13_hLfcV8qf4fY_35,126.48,143.401,4
compacttv_2022_01_13_hLfcV8qf4fY_36,143.401,166.59,1
compacttv_2022_01_13_hLfcV8qf4fY_37,166.59,173.32,2
compacttv_2022_01_13_hLfcV8qf4fY_38,173.32,188.8,1
compacttv_2022_01_13_hLfcV8qf4fY_39,188.81,201.25,4
compacttv_2022_01_13_hLfcV8qf4fY_40,201.25,206.8,1
compacttv_2022_01_13_hLfcV8qf4fY_41,206.81,234.97,0
compacttv_2022_01_13_hLfcV8qf4fY_42,234.98,326.22,2
compacttv_2022_01_10_kX5DF1JDnqg_43,77.05,96.27,0
compacttv_2022_01_10_kX5DF1JDnqg_44,129.8,157.066,2
compacttv_2022_01_10_kX5DF1JDnqg_45,163.97,181.79,0
compacttv_2022_01_10_kX5DF1JDnqg_46,184.69,194.57,2
compacttv_2022_01_10_kX5DF1JDnqg_47,196.84,222.63,2
compacttv_2022_01_10_kX5DF1JDnqg_48,233.87,250.9,0
compacttv_2022_01_10_kX5DF1JDnqg_49,250.9,272.95,1
compacttv_2022_01_10_kX5DF1JDnqg_50,272.96,287.37,2
compacttv_2022_01_10_kX5DF1JDnqg_51,287.379,309.06,1
compacttv_2022_01_10_kX5DF1JDnqg_52,309.06,324.288,2
compacttv_2022_01_10_kX5DF1JDnqg_53,324.288,334.0,1
compacttv_2022_01_10_kX5DF1JDnqg_54,334.0,353.4,0
compacttv_2022_01_10_kX5DF1JDnqg_55,353.411,424.55,2
compacttv_2022_01_17_HU1GFKcRV70_56,83.7,106.25,0
compacttv_2022_01_17_HU1GFKcRV70_57,106.27,144.51,4
compacttv_2022_01_17_HU1GFKcRV70_58,144.52,171.433,0
compacttv_2022_01_17_HU1GFKcRV70_59,171.57,217.266,2
compacttv_2022_01_17_HU1GFKcRV70_60,217.266,231.08,0
compacttv_2022_01_17_HU1GFKcRV70_61,231.08,288.06,2
compacttv_2022_01_17_HU1GFKcRV70_62,288.06,318.32,0
compacttv_2022_01_17_HU1GFKcRV70_63,318.33,337.466,1
compacttv_2022_01_17_HU1GFKcRV70_64,337.466,352.88,2
compacttv_2022_01_17_HU1GFKcRV70_65,353.03,379.08,1
compacttv_2022_01_17_HU1GFKcRV70_66,379.09,397.15,2
compacttv_2022_01_17_HU1GFKcRV70_67,397.18,403.8,1
compacttv_2022_01_19__PFsywDqSYs_68,70.833,96.766,0
compacttv_2022_01_19__PFsywDqSYs_69,96.85,112.447,1
compacttv_2022_01_19__PFsywDqSYs_70,112.447,127.2,2
compacttv_2022_01_19__PFsywDqSYs_71,127.32,143.04,1
compacttv_2022_01_19__PFsywDqSYs_72,143.04,157.74,2
compacttv_2022_01_19__PFsywDqSYs_73,157.74,172.28,1
compacttv_2022_01_19__PFsywDqSYs_74,172.28,184.44,2
compacttv_2022_01_19__PFsywDqSYs_75,184.459,197.86,1
compacttv_2022_01_19__PFsywDqSYs_76,197.87,222.24,0
compacttv_2022_01_19__PFsywDqSYs_77,222.25,233.06,0
compacttv_2022_01_19__PFsywDqSYs_78,233.069,241.19,2
compacttv_2022_01_19__PFsywDqSYs_79,241.19,255.04,2
compacttv_2022_01_19__PFsywDqSYs_80,255.26,270.466,2
compacttv_2022_01_19__PFsywDqSYs_81,271.09,286.22,2
compacttv_2022_01_20_HEdDHMVfJxM_82,41.68,69.05,0
compacttv_2022_01_20_HEdDHMVfJxM_83,549.466,584.19,0
compacttv_2022_01_20_HEdDHMVfJxM_84,584.2,636.207,2
compacttv_2022_01_25_T5uY4pYjydI_85,80.3,107.566,0
compacttv_2022_01_25_T5uY4pYjydI_86,107.566,282.566,0
compacttv_2022_01_25_T5uY4pYjydI_87,282.576,331.033,1
compacttv_2022_01_14_84f5Cfl1VPo_88,361.4,389.0,0
compacttv_2022_01_14_84f5Cfl1VPo_89,389.56,398.0,2
compacttv_2022_01_14_84f5Cfl1VPo_90,398.01,411.0,2
compacttv_2022_01_14_84f5Cfl1VPo_91,411.02,425.09,2
compacttv_2022_01_14_84f5Cfl1VPo_92,425.09,457.4,2
compacttv_2022_01_14_84f5Cfl1VPo_93,460.07,473.1,2
compacttv_2022_01_14_84f5Cfl1VPo_94,473.13,497.77,2
compacttv_2022_01_31_QFNlmMBLwK0_95,758.9,782.21,0
compacttv_2022_01_31_QFNlmMBLwK0_96,782.79,797.0,1
TV-20220113-2142-2300.webl.h264_1,163.21,185.13,0
TV-20220113-2142-2300.webl.h264_2,185.13,195.59,1
TV-20220113-2142-2300.webl.h264_3,195.59,206.25,4
TV-20220113-2142-2300.webl.h264_4,206.26,212.22,1
TV-20220113-2142-2300.webl.h264_5,212.25,221.45,4
TV-20220113-2142-2300.webl.h264_6,221.505,239.803,1
TV-20220113-2142-2300.webl.h264_7,239.803,262.45,2
TV-20220113-2142-2300.webl.h264_8,262.46,300.66,1
TV-20220113-2142-2300.webl.h264_9,300.66,317.63,0
TV-20220110-2020-5400.webl.h264_10,417.4,442.72,0
TV-20220110-2020-5400.webl.h264_11,442.72,467.99,1
TV-20220110-2020-5400.webl.h264_12,468.0,478.91,2
TV-20220110-2020-5400.webl.h264_13,478.91,492.38,2
TV-20220110-2020-5400.webl.h264_14,492.38,517.89,1
TV-20220110-2020-5400.webl.h264_15,517.9,542.87,4
TV-20220110-2020-5400.webl.h264_16,542.87,550.24,1
TV-20220110-2020-5400.webl.h264_17,550.24,558.02,4
TV-20220110-2020-5400.webl.h264_18,558.02,566.46,1
TV-20220110-2020-5400.webl.h264_19,566.46,584.32,1
TV-20220103-2020-2800.webl.h264_20,16.17,50.67,0
TV-20220103-2020-2800.webl.h264_21,50.704,72.36,1
TV-20220103-2020-2800.webl.h264_22,74.48,84.58,2
TV-20220103-2020-2800.webl.h264_23,84.79,105.21,1
TV-20220103-2020-2800.webl.h264_24,105.21,110.29,2
TV-20220103-2020-2800.webl.h264_25,110.29,115.601,2
TV-20220103-2020-2800.webl.h264_26,115.73,137.535,1
TV-20220103-2020-2800.webl.h264_27,137.69,146.32,2
TV-20220103-2020-2800.webl.h264_28,146.32,153.56,1
TV-20220103-2020-2800.webl.h264_29,153.56,166.29,2
TV-20220103-2020-2800.webl.h264_30,166.338,173.77,1
TV-20220103-2020-2800.webl.h264_31,173.78,201.19,1
TV-20220122-2021-3600.webl.h264_32,289.08,311.78,1
TV-20220122-2021-3600.webl.h264_33,311.82,322.51,2
TV-20220122-2021-3600.webl.h264_34,322.51,341.84,1
TV-20220122-2021-3600.webl.h264_35,341.84,353.87,4
TV-20220122-2021-3600.webl.h264_36,353.93,381.69,1
TV-20220122-2021-3600.webl.h264_37,381.76,396.86,2
TV-20220122-2021-3600.webl.h264_38,396.909,406.2,1
TV-20220104-2020-5700.webl.h264_39,157.51,186.24,0
TV-20220104-2020-5700.webl.h264_40,186.24,218.79,1
TV-20220104-2020-5700.webl.h264_41,218.8,232.58,2
TV-20220104-2020-5700.webl.h264_42,232.58,265.52,1
TV-20220104-2020-5700.webl.h264_43,265.52,278.04,2
TV-20220104-2020-5700.webl.h264_44,278.04,290.02,1
TV-20220104-2020-5700.webl.h264_45,290.02,300.44,2
TV-20220104-2020-5700.webl.h264_46,300.489,311.561,1
TV-20220104-2020-5700.webl.h264_47,311.58,340.39,0
TV-20220104-2020-5700.webl.h264_48,340.4,360.48,1
TV-20220104-2020-5700.webl.h264_49,360.49,369.94,2
TV-20220104-2020-5700.webl.h264_50,369.94,379.2,1
TV-20220104-2020-5700.webl.h264_51,379.2,401.21,2
TV-20220104-2020-5700.webl.h264_52,401.24,413.03,1
TV-20220104-2020-5700.webl.h264_53,413.05,419.88,2
TV-20220104-2020-5700.webl.h264_54,419.88,429.86,2
TV-20220104-2020-5700.webl.h264_55,429.959,439.818,1
TV-20220104-2020-5700.webl.h264_56,439.818,457.58,2
TV-20220104-2020-5700.webl.h264_57,457.616,465.98,1
TV-20220118-1805-1800.webl.h264_58,186.52,216.54,0
TV-20220118-1805-1800.webl.h264_59,216.55,228.62,0
TV-20220118-1805-1800.webl.h264_60,228.62,231.721,4
TV-20220118-1805-1800.webl.h264_61,231.721,240.78,1
TV-20220118-1805-1800.webl.h264_62,240.78,256.97,4
TV-20220118-1805-1800.webl.h264_63,257.0,285.78,1
TV-20220118-1805-1800.webl.h264_64,285.78,305.57,2
TV-20220118-1805-1800.webl.h264_65,305.58,315.09,1
TV-20220109-2025-2800.webl.h264_66,17.64,48.91,0
TV-20220109-2025-2800.webl.h264_67,48.93,76.403,1
TV-20220109-2025-2800.webl.h264_68,76.52,89.05,2
TV-20220109-2025-2800.webl.h264_69,89.05,96.13,1
TV-20220109-2025-2800.webl.h264_70,96.13,105.44,2
TV-20220109-2025-2800.webl.h264_71,105.633,178.33,1
TV-20220119-2023-5600.webl.h264_72,66.02,85.7,1
TV-20220119-2023-5600.webl.h264_73,85.7,99.53,2
TV-20220119-2023-5600.webl.h264_74,99.54,122.44,1
TV-20220119-2023-5600.webl.h264_75,122.49,131.91,2
TV-20220119-2023-5600.webl.h264_76,131.91,138.88,1
TV-20220119-2023-5600.webl.h264_77,138.88,156.87,2
TV-20220111-2050-1700.webl.h264_78,305.36,339.62,0
TV-20220111-2050-1700.webl.h264_79,339.729,362.81,1
TV-20220111-2050-1700.webl.h264_80,362.81,375.11,4
TV-20220111-2050-1700.webl.h264_81,375.144,388.826,1
TV-20220111-2050-1700.webl.h264_82,388.826,402.34,4
TV-20220111-2050-1700.webl.h264_83,402.34,409.68,1
TV-20220111-2050-1700.webl.h264_84,409.68,416.53,4
TV-20220111-2050-1700.webl.h264_85,416.617,432.84,1
TV-20220111-2050-1700.webl.h264_86,432.84,440.28,4
TV-20220102-2021-1800.webl.h264_87,179.32,210.78,0
TV-20220102-2021-1800.webl.h264_88,210.78,247.04,1
TV-20220102-2021-1800.webl.h264_89,247.05,274.08,2
TV-20220102-2021-1800.webl.h264_90,274.25,284.32,1
TV-20220102-2021-1800.webl.h264_91,284.34,292.45,2
TV-20220102-2021-1800.webl.h264_92,292.49,300.716,1
TV-20220102-2021-1800.webl.h264_93,300.76,320.6,2
TV-20220102-2021-1800.webl.h264_94,320.78,329.739,1
TV-20220102-2021-1800.webl.h264_95,329.739,382.652,1
TV-20220102-2021-1800.webl.h264_96,382.76,413.91,0
TV-20220102-2021-1800.webl.h264_97,413.91,424.16,1
TV-20220102-2021-1800.webl.h264_98,424.16,430.662,2
TV-20220102-2021-1800.webl.h264_99,430.662,437.81,2
TV-20220102-2021-1800.webl.h264_100,437.81,452.43,1
TV-20220102-2021-1800.webl.h264_101,452.43,460.04,2
TV-20220102-2021-1800.webl.h264_102,460.05,503.68,1
TV-20220102-2021-1800.webl.h264_103,503.68,525.53,0
TV-20220106-2021-1700.webl.h264_104,236.63,265.76,1
TV-20220106-2021-1700.webl.h264_105,265.77,285.12,2
TV-20220106-2021-1700.webl.h264_106,285.12,303.47,1
TV-20220106-2021-1700.webl.h264_107,303.47,319.29,2
TV-20220106-2021-1700.webl.h264_108,319.29,329.34,1
TV-20220106-2021-1700.webl.h264_109,329.34,339.3,4
TV-20220106-2021-1700.webl.h264_110,339.3,346.8,1
TV-20220106-2021-1700.webl.h264_111,346.8,380.25,0
TV-20220106-2021-1700.webl.h264_112,380.25,406.309,1
TV-20220106-2021-1700.webl.h264_113,406.323,415.788,2
TV-20220106-2021-1700.webl.h264_114,415.82,426.36,1
TV-20220106-2021-1700.webl.h264_115,426.4,449.014,2
TV-20220106-2021-1700.webl.h264_116,449.028,456.309,1
TV-20220106-2021-1700.webl.h264_117,456.309,468.154,2
TV-20220106-2021-1700.webl.h264_118,468.154,473.16,1
TV-20220107-2024-3000.webl.h264_119,22.9,53.229,0
TV-20220107-2024-3000.webl.h264_120,53.309,66.74,1
TV-20220107-2024-3000.webl.h264_121,66.74,86.53,4
TV-20220107-2024-3000.webl.h264_122,86.535,126.38,1
TV-20220107-2024-3000.webl.h264_123,126.38,143.76,4
TV-20220107-2024-3000.webl.h264_124,143.76,159.07,1
TV-20220107-2024-3000.webl.h264_125,159.17,168.2,4
TV-20220107-2024-3000.webl.h264_126,168.528,183.01,1
TV-20220107-2024-3000.webl.h264_127,183.01,198.28,4
TV-20220107-2024-3000.webl.h264_128,198.28,206.729,1
TV-20220107-2024-3000.webl.h264_129,206.74,213.04,0
TV-20220107-2024-3000.webl.h264_130,213.19,279.93,0
TV-20220107-2024-3000.webl.h264_131,279.93,311.55,0
TV-20220107-2024-3000.webl.h264_132,311.55,328.93,1
TV-20220107-2024-3000.webl.h264_133,328.93,342.37,2
TV-20220107-2024-3000.webl.h264_134,342.37,359.54,1
TV-20220107-2024-3000.webl.h264_135,359.56,375.64,2
TV-20220107-2024-3000.webl.h264_136,375.64,386.56,1
TV-20220107-2024-3000.webl.h264_137,386.56,401.979,2
TV-20220107-2024-3000.webl.h264_138,402.07,413.77,1
TV-20220107-2024-3000.webl.h264_139,413.77,430.19,2
TV-20220107-2024-3000.webl.h264_140,430.22,437.31,1
TV-20220115-2022-0900.webl.h264_141,297.34,324.33,0
TV-20220115-2022-0900.webl.h264_142,324.34,345.47,1
TV-20220115-2022-0900.webl.h264_143,345.47,363.1,2
TV-20220115-2022-0900.webl.h264_144,363.12,382.2,1
TV-20220115-2022-0900.webl.h264_145,382.42,390.64,2
TV-20220115-2022-0900.webl.h264_146,390.66,406.53,1
TV-20220115-2022-0900.webl.h264_147,406.53,421.68,2
TV-20220115-2022-0900.webl.h264_148,421.743,430.81,1
TV-20220115-2022-0900.webl.h264_149,479.44,487.73,1
TV-20220115-2022-0900.webl.h264_150,487.73,493.18,4
TV-20220115-2022-0900.webl.h264_151,493.18,516.15,1
TV-20220115-2022-0900.webl.h264_152,516.16,523.76,2
TV-20220115-2022-0900.webl.h264_153,523.77,534.17,2
TV-20220115-2022-0900.webl.h264_154,534.19,575.36,1
TV-20220121-2020-0300.webl.h264_155,584.56,613.37,1
TV-20220121-2020-0300.webl.h264_156,613.42,626.44,1
TV-20220121-2020-0300.webl.h264_157,626.46,636.53,2
TV-20220121-2020-0300.webl.h264_158,636.63,650.52,1
TV-20220121-2020-0300.webl.h264_159,650.54,661.14,2
TV-20220121-2020-0300.webl.h264_160,661.14,669.13,1
TV-20220121-2020-0300.webl.h264_161,669.13,679.59,2
TV-20220121-2020-0300.webl.h264_162,679.59,699.44,1
TV-20220121-2020-0300.webl.h264_163,699.44,714.6,2
TV-20220121-2020-0300.webl.h264_164,714.6,721.87,1
TV-20220114-2036-2200.webl.h264_165,16.22,58.22,0
TV-20220114-2036-2200.webl.h264_166,58.414,85.525,1
TV-20220114-2036-2200.webl.h264_167,86.22,105.94,4
TV-20220114-2036-2200.webl.h264_168,105.94,120.89,1
TV-20220114-2036-2200.webl.h264_169,120.89,129.82,4
TV-20220114-2036-2200.webl.h264_170,129.83,145.42,1
TV-20220114-2036-2200.webl.h264_171,145.42,168.78,4
TV-20220114-2036-2200.webl.h264_172,168.78,179.0,1
TV-20220123-2024-3200.webl.h264_173,23.36,49.48,0
TV-20220123-2024-3200.webl.h264_174,49.49,71.424,1
TV-20220123-2024-3200.webl.h264_175,71.442,92.368,2
TV-20220123-2024-3200.webl.h264_176,92.368,103.339,1
TV-20220123-2024-3200.webl.h264_177,103.339,119.191,2
TV-20220123-2024-3200.webl.h264_178,119.371,151.85,1
TV-20220123-2024-3200.webl.h264_179,152.191,168.243,2
TV-20220123-2024-3200.webl.h264_180,168.247,187.376,0
TV-20220116-2023-3500.webl.h264_181,22.16,51.5,0
TV-20220116-2023-3500.webl.h264_182,51.5,62.05,1
TV-20220116-2023-3500.webl.h264_183,62.05,72.89,4
TV-20220116-2023-3500.webl.h264_184,72.91,84.406,1
TV-20220116-2023-3500.webl.h264_185,84.44,98.55,2
TV-20220116-2023-3500.webl.h264_186,98.55,138.76,1
TV-20220116-2023-3500.webl.h264_187,138.76,146.92,2
TV-20220116-2023-3500.webl.h264_188,146.92,156.609,1
TV-20220116-2023-3500.webl.h264_189,156.609,170.19,2
TV-20220116-2023-3500.webl.h264_190,170.2,183.57,1
TV-20220116-2023-3500.webl.h264_191,234.6,255.176,0
TV-20220116-2023-3500.webl.h264_192,255.181,270.19,1
TV-20220116-2023-3500.webl.h264_193,270.25,276.77,2
TV-20220116-2023-3500.webl.h264_194,276.922,307.222,1
TV-20220116-2023-3500.webl.h264_195,307.222,322.86,4
TV-20220116-2023-3500.webl.h264_196,322.86,335.817,1
TV-20220116-2023-3500.webl.h264_197,335.817,352.18,0
TV-20220108-2023-3400.webl.h264_198,15.76,60.4,0
TV-20220108-2023-3400.webl.h264_199,60.4,84.82,1
TV-20220108-2023-3400.webl.h264_200,84.84,97.164,2
TV-20220108-2023-3400.webl.h264_201,97.251,135.656,1
TV-20220108-2023-3400.webl.h264_202,135.656,152.268,2
TV-20220108-2023-3400.webl.h264_203,152.299,172.728,1
TV-20220108-2023-3400.webl.h264_204,172.728,185.044,4
TV-20220108-2023-3400.webl.h264_205,185.044,192.8,1
TV-20220108-2023-3400.webl.h264_206,192.835,211.686,0
TV-20220108-2023-3400.webl.h264_207,211.704,225.343,1
TV-20220108-2023-3400.webl.h264_208,225.343,241.089,2
TV-20220108-2023-3400.webl.h264_209,241.089,261.91,1
TV-20220108-2023-3400.webl.h264_210,262.029,268.611,2
TV-20220108-2023-3400.webl.h264_211,268.641,291.223,1
TV-20220108-2023-3400.webl.h264_212,291.417,308.742,2
TV-20220108-2023-3400.webl.h264_213,309.0,324.104,1
TV-20220108-2023-3400.webl.h264_214,324.119,347.47,1
TV-20220112-2020-3600.webl.h264_215,15.48,43.71,0
TV-20220112-2020-3600.webl.h264_216,43.721,54.172,1
TV-20220112-2020-3600.webl.h264_217,54.3,74.647,4
TV-20220112-2020-3600.webl.h264_218,74.647,85.652,1
TV-20220112-2020-3600.webl.h264_219,85.652,95.289,4
TV-20220112-2020-3600.webl.h264_220,95.289,102.847,4
TV-20220112-2020-3600.webl.h264_221,102.847,111.836,1
